event_date,session_id,customer_id,city,segment,channel,device,category,experiment_group,revenue,event_type
2026-01-01,S0000043,C03941,Bengaluru,Occasional,Organic,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000043,C03941,Bengaluru,Occasional,Organic,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000044,C04803,Delhi NCR,New,Paid Search,iOS,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000044,C04803,Delhi NCR,New,Paid Search,iOS,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000044,C04803,Delhi NCR,New,Paid Search,iOS,Women Ethnic,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000044,C04803,Delhi NCR,New,Paid Search,iOS,Women Ethnic,free_shipping_nudge,0,checkout_start
2026-01-01,S0000044,C04803,Delhi NCR,New,Paid Search,iOS,Women Ethnic,free_shipping_nudge,2450,purchase
2026-01-01,S0000045,C00376,Indore,Loyal,Paid Search,iOS,Footwear,free_shipping_nudge,0,visit
2026-01-01,S0000045,C00376,Indore,Loyal,Paid Search,iOS,Footwear,free_shipping_nudge,0,product_view
2026-01-01,S0000046,C04608,Hyderabad,New,Organic,Android,Women Ethnic,control,0,visit
2026-01-01,S0000046,C04608,Hyderabad,New,Organic,Android,Women Ethnic,control,0,product_view
2026-01-01,S0000046,C04608,Hyderabad,New,Organic,Android,Women Ethnic,control,0,add_to_cart
2026-01-01,S0000046,C04608,Hyderabad,New,Organic,Android,Women Ethnic,control,0,checkout_start
2026-01-01,S0000047,C00595,Delhi NCR,Occasional,Affiliate,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000047,C00595,Delhi NCR,Occasional,Affiliate,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000047,C00595,Delhi NCR,Occasional,Affiliate,Android,Women Ethnic,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000047,C00595,Delhi NCR,Occasional,Affiliate,Android,Women Ethnic,free_shipping_nudge,0,checkout_start
2026-01-01,S0000047,C00595,Delhi NCR,Occasional,Affiliate,Android,Women Ethnic,free_shipping_nudge,2537,purchase
2026-01-01,S0000048,C04823,Pune,High Value,Affiliate,Android,Kids,free_shipping_nudge,0,visit
2026-01-01,S0000048,C04823,Pune,High Value,Affiliate,Android,Kids,free_shipping_nudge,0,product_view
2026-01-01,S0000048,C04823,Pune,High Value,Affiliate,Android,Kids,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000048,C04823,Pune,High Value,Affiliate,Android,Kids,free_shipping_nudge,0,checkout_start
2026-01-01,S0000049,C05154,Hyderabad,New,Organic,Android,Kids,control,0,visit
2026-01-01,S0000049,C05154,Hyderabad,New,Organic,Android,Kids,control,0,product_view
2026-01-01,S0000050,C00053,Jaipur,New,Paid Search,Web,Kids,free_shipping_nudge,0,visit
2026-01-01,S0000051,C00820,Mumbai,Occasional,Influencer,Web,Women Ethnic,control,0,visit
2026-01-01,S0000051,C00820,Mumbai,Occasional,Influencer,Web,Women Ethnic,control,0,product_view
2026-01-01,S0000052,C02924,Delhi NCR,High Value,Paid Search,Android,Footwear,free_shipping_nudge,0,visit
2026-01-01,S0000053,C04684,Bengaluru,Occasional,Organic,Android,Women Ethnic,control,0,visit
2026-01-01,S0000053,C04684,Bengaluru,Occasional,Organic,Android,Women Ethnic,control,0,product_view
2026-01-01,S0000054,C01605,Mumbai,New,Organic,Android,Footwear,control,0,visit
2026-01-01,S0000054,C01605,Mumbai,New,Organic,Android,Footwear,control,0,product_view
2026-01-01,S0000055,C00258,Pune,Occasional,Affiliate,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000056,C02455,Mumbai,New,Paid Search,iOS,Footwear,free_shipping_nudge,0,visit
2026-01-01,S0000056,C02455,Mumbai,New,Paid Search,iOS,Footwear,free_shipping_nudge,0,product_view
2026-01-01,S0000057,C01404,Hyderabad,New,Paid Search,iOS,Men Casual,free_shipping_nudge,0,visit
2026-01-01,S0000057,C01404,Hyderabad,New,Paid Search,iOS,Men Casual,free_shipping_nudge,0,product_view
2026-01-01,S0000058,C01735,Delhi NCR,New,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000058,C01735,Delhi NCR,New,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000059,C04547,Mumbai,New,Paid Search,iOS,Kids,free_shipping_nudge,0,visit
2026-01-01,S0000060,C04798,Hyderabad,New,Affiliate,Android,Kids,free_shipping_nudge,0,visit
2026-01-01,S0000060,C04798,Hyderabad,New,Affiliate,Android,Kids,free_shipping_nudge,0,product_view
2026-01-01,S0000061,C03679,Mumbai,New,Influencer,iOS,Men Casual,control,0,visit
2026-01-01,S0000061,C03679,Mumbai,New,Influencer,iOS,Men Casual,control,0,product_view
2026-01-01,S0000061,C03679,Mumbai,New,Influencer,iOS,Men Casual,control,0,add_to_cart
2026-01-01,S0000062,C00165,Jaipur,Occasional,Organic,iOS,Women Ethnic,control,0,visit
2026-01-01,S0000062,C00165,Jaipur,Occasional,Organic,iOS,Women Ethnic,control,0,product_view
2026-01-01,S0000063,C01039,Delhi NCR,New,Organic,iOS,Kids,free_shipping_nudge,0,visit
2026-01-01,S0000063,C01039,Delhi NCR,New,Organic,iOS,Kids,free_shipping_nudge,0,product_view
2026-01-01,S0000064,C04757,Delhi NCR,Occasional,Push,Android,Footwear,control,0,visit
2026-01-01,S0000065,C01036,Bengaluru,New,Organic,iOS,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000065,C01036,Bengaluru,New,Organic,iOS,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000066,C00685,Mumbai,Loyal,Paid Search,Android,Men Casual,control,0,visit
2026-01-01,S0000066,C00685,Mumbai,Loyal,Paid Search,Android,Men Casual,control,0,product_view
2026-01-01,S0000066,C00685,Mumbai,Loyal,Paid Search,Android,Men Casual,control,0,add_to_cart
2026-01-01,S0000066,C00685,Mumbai,Loyal,Paid Search,Android,Men Casual,control,0,checkout_start
2026-01-01,S0000067,C01682,Bengaluru,New,Push,iOS,Women Ethnic,control,0,visit
2026-01-01,S0000067,C01682,Bengaluru,New,Push,iOS,Women Ethnic,control,0,product_view
2026-01-01,S0000068,C03459,Indore,New,Paid Search,iOS,Footwear,control,0,visit
2026-01-01,S0000068,C03459,Indore,New,Paid Search,iOS,Footwear,control,0,product_view
2026-01-01,S0000069,C02767,Pune,New,Push,iOS,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000069,C02767,Pune,New,Push,iOS,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000070,C00249,Delhi NCR,Occasional,Organic,iOS,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000070,C00249,Delhi NCR,Occasional,Organic,iOS,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000071,C03939,Mumbai,High Value,Organic,iOS,Kids,free_shipping_nudge,0,visit
2026-01-01,S0000071,C03939,Mumbai,High Value,Organic,iOS,Kids,free_shipping_nudge,0,product_view
2026-01-01,S0000072,C04956,Hyderabad,Occasional,Organic,Android,Women Ethnic,control,0,visit
2026-01-01,S0000072,C04956,Hyderabad,Occasional,Organic,Android,Women Ethnic,control,0,product_view
2026-01-01,S0000073,C02375,Pune,Loyal,Organic,Android,Footwear,free_shipping_nudge,0,visit
2026-01-01,S0000073,C02375,Pune,Loyal,Organic,Android,Footwear,free_shipping_nudge,0,product_view
2026-01-01,S0000074,C03906,Indore,Occasional,Paid Search,iOS,Men Casual,control,0,visit
2026-01-01,S0000074,C03906,Indore,Occasional,Paid Search,iOS,Men Casual,control,0,product_view
2026-01-01,S0000075,C05093,Delhi NCR,Occasional,Paid Search,Android,Footwear,free_shipping_nudge,0,visit
2026-01-01,S0000075,C05093,Delhi NCR,Occasional,Paid Search,Android,Footwear,free_shipping_nudge,0,product_view
2026-01-01,S0000075,C05093,Delhi NCR,Occasional,Paid Search,Android,Footwear,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000075,C05093,Delhi NCR,Occasional,Paid Search,Android,Footwear,free_shipping_nudge,0,checkout_start
2026-01-01,S0000076,C02013,Pune,Occasional,Influencer,Android,Men Casual,free_shipping_nudge,0,visit
2026-01-01,S0000076,C02013,Pune,Occasional,Influencer,Android,Men Casual,free_shipping_nudge,0,product_view
2026-01-01,S0000076,C02013,Pune,Occasional,Influencer,Android,Men Casual,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000076,C02013,Pune,Occasional,Influencer,Android,Men Casual,free_shipping_nudge,0,checkout_start
2026-01-01,S0000076,C02013,Pune,Occasional,Influencer,Android,Men Casual,free_shipping_nudge,1695,purchase
2026-01-01,S0000077,C02208,Mumbai,Occasional,Affiliate,Android,Men Casual,control,0,visit
2026-01-01,S0000077,C02208,Mumbai,Occasional,Affiliate,Android,Men Casual,control,0,product_view
2026-01-01,S0000077,C02208,Mumbai,Occasional,Affiliate,Android,Men Casual,control,0,add_to_cart
2026-01-01,S0000078,C00344,Lucknow,Occasional,Organic,Android,Beauty,control,0,visit
2026-01-01,S0000078,C00344,Lucknow,Occasional,Organic,Android,Beauty,control,0,product_view
2026-01-01,S0000079,C05032,Delhi NCR,New,Influencer,iOS,Beauty,control,0,visit
2026-01-01,S0000079,C05032,Delhi NCR,New,Influencer,iOS,Beauty,control,0,product_view
2026-01-01,S0000080,C04308,Mumbai,Occasional,Organic,Android,Women Ethnic,control,0,visit
2026-01-01,S0000080,C04308,Mumbai,Occasional,Organic,Android,Women Ethnic,control,0,product_view
2026-01-01,S0000081,C04331,Indore,Occasional,Paid Search,Android,Women Ethnic,control,0,visit
2026-01-01,S0000081,C04331,Indore,Occasional,Paid Search,Android,Women Ethnic,control,0,product_view
2026-01-01,S0000081,C04331,Indore,Occasional,Paid Search,Android,Women Ethnic,control,0,add_to_cart
2026-01-01,S0000082,C01454,Delhi NCR,New,Paid Search,iOS,Beauty,control,0,visit
2026-01-01,S0000082,C01454,Delhi NCR,New,Paid Search,iOS,Beauty,control,0,product_view
2026-01-01,S0000083,C01538,Indore,New,Organic,Android,Beauty,control,0,visit
2026-01-01,S0000083,C01538,Indore,New,Organic,Android,Beauty,control,0,product_view
2026-01-01,S0000084,C05072,Hyderabad,New,Influencer,Android,Beauty,free_shipping_nudge,0,visit
2026-01-01,S0000084,C05072,Hyderabad,New,Influencer,Android,Beauty,free_shipping_nudge,0,product_view
2026-01-01,S0000084,C05072,Hyderabad,New,Influencer,Android,Beauty,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000084,C05072,Hyderabad,New,Influencer,Android,Beauty,free_shipping_nudge,0,checkout_start
2026-01-01,S0000084,C05072,Hyderabad,New,Influencer,Android,Beauty,free_shipping_nudge,1275,purchase
2026-01-01,S0000085,C04329,Delhi NCR,Occasional,Organic,Web,Men Casual,control,0,visit
2026-01-01,S0000085,C04329,Delhi NCR,Occasional,Organic,Web,Men Casual,control,0,product_view
2026-01-01,S0000085,C04329,Delhi NCR,Occasional,Organic,Web,Men Casual,control,0,add_to_cart
2026-01-01,S0000085,C04329,Delhi NCR,Occasional,Organic,Web,Men Casual,control,0,checkout_start
2026-01-01,S0000086,C05175,Mumbai,Occasional,Paid Search,iOS,Men Casual,free_shipping_nudge,0,visit
2026-01-01,S0000087,C00347,Delhi NCR,New,Push,iOS,Women Ethnic,control,0,visit
2026-01-01,S0000087,C00347,Delhi NCR,New,Push,iOS,Women Ethnic,control,0,product_view
2026-01-01,S0000087,C00347,Delhi NCR,New,Push,iOS,Women Ethnic,control,0,add_to_cart
2026-01-01,S0000087,C00347,Delhi NCR,New,Push,iOS,Women Ethnic,control,0,checkout_start
2026-01-01,S0000088,C00191,Mumbai,New,Paid Search,Android,Beauty,free_shipping_nudge,0,visit
2026-01-01,S0000089,C04203,Lucknow,Loyal,Push,Android,Beauty,free_shipping_nudge,0,visit
2026-01-01,S0000089,C04203,Lucknow,Loyal,Push,Android,Beauty,free_shipping_nudge,0,product_view
2026-01-01,S0000090,C03018,Delhi NCR,High Value,Influencer,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000090,C03018,Delhi NCR,High Value,Influencer,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000091,C01100,Bengaluru,Occasional,Push,Android,Men Casual,free_shipping_nudge,0,visit
2026-01-01,S0000091,C01100,Bengaluru,Occasional,Push,Android,Men Casual,free_shipping_nudge,0,product_view
2026-01-01,S0000092,C00472,Bengaluru,New,Organic,Android,Kids,control,0,visit
2026-01-01,S0000093,C02909,Delhi NCR,Loyal,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000093,C02909,Delhi NCR,Loyal,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000094,C01159,Hyderabad,Occasional,Organic,iOS,Footwear,control,0,visit
2026-01-01,S0000094,C01159,Hyderabad,Occasional,Organic,iOS,Footwear,control,0,product_view
2026-01-01,S0000095,C01014,Lucknow,Loyal,Influencer,Android,Beauty,free_shipping_nudge,0,visit
2026-01-01,S0000095,C01014,Lucknow,Loyal,Influencer,Android,Beauty,free_shipping_nudge,0,product_view
2026-01-01,S0000095,C01014,Lucknow,Loyal,Influencer,Android,Beauty,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000095,C01014,Lucknow,Loyal,Influencer,Android,Beauty,free_shipping_nudge,0,checkout_start
2026-01-01,S0000095,C01014,Lucknow,Loyal,Influencer,Android,Beauty,free_shipping_nudge,643,purchase
2026-01-01,S0000096,C00322,Mumbai,Occasional,Push,iOS,Kids,free_shipping_nudge,0,visit
2026-01-01,S0000097,C05013,Bengaluru,New,Paid Search,Web,Footwear,free_shipping_nudge,0,visit
2026-01-01,S0000097,C05013,Bengaluru,New,Paid Search,Web,Footwear,free_shipping_nudge,0,product_view
2026-01-01,S0000098,C03336,Lucknow,Loyal,Influencer,Android,Footwear,control,0,visit
2026-01-01,S0000099,C01710,Hyderabad,New,Affiliate,Android,Footwear,control,0,visit
2026-01-01,S0000099,C01710,Hyderabad,New,Affiliate,Android,Footwear,control,0,product_view
2026-01-01,S0000099,C01710,Hyderabad,New,Affiliate,Android,Footwear,control,0,add_to_cart
2026-01-01,S0000099,C01710,Hyderabad,New,Affiliate,Android,Footwear,control,0,checkout_start
2026-01-01,S0000100,C00108,Lucknow,Occasional,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000100,C00108,Lucknow,Occasional,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000100,C00108,Lucknow,Occasional,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000101,C00981,Bengaluru,New,Affiliate,iOS,Kids,free_shipping_nudge,0,visit
2026-01-01,S0000101,C00981,Bengaluru,New,Affiliate,iOS,Kids,free_shipping_nudge,0,product_view
2026-01-01,S0000102,C04996,Hyderabad,New,Organic,Android,Footwear,control,0,visit
2026-01-01,S0000102,C04996,Hyderabad,New,Organic,Android,Footwear,control,0,product_view
2026-01-01,S0000102,C04996,Hyderabad,New,Organic,Android,Footwear,control,0,add_to_cart
2026-01-01,S0000102,C04996,Hyderabad,New,Organic,Android,Footwear,control,0,checkout_start
2026-01-01,S0000103,C02350,Indore,Occasional,Organic,Android,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000103,C02350,Indore,Occasional,Organic,Android,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000103,C02350,Indore,Occasional,Organic,Android,Women Ethnic,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000103,C02350,Indore,Occasional,Organic,Android,Women Ethnic,free_shipping_nudge,0,checkout_start
2026-01-01,S0000104,C01596,Bengaluru,Occasional,Influencer,Web,Women Ethnic,free_shipping_nudge,0,visit
2026-01-01,S0000104,C01596,Bengaluru,Occasional,Influencer,Web,Women Ethnic,free_shipping_nudge,0,product_view
2026-01-01,S0000104,C01596,Bengaluru,Occasional,Influencer,Web,Women Ethnic,free_shipping_nudge,0,add_to_cart
2026-01-01,S0000104,C01596,Bengaluru,Occasional,Influencer,Web,Women Ethnic,free_shipping_nudge,0,checkout_start
2026-01-01,S0000104,C01596,Bengaluru,Occasional,Influencer,Web,Women Ethnic,free_shipping_nudge,1652,purchase
2026-01-01,S0000105,C02409,Bengaluru,New,Paid Search,Web,Women Ethnic,control,0,visit
2026-01-01,S0000105,C02409,Bengaluru,New,Paid Search,Web,Women Ethnic,control,0,product_view
2026-01-01,S0000105,C02409,Bengaluru,New,Paid Search,Web,Women Ethnic,control,0,add_to_cart
2026-01-01,S0000106,C01947,Hyderabad,High Value,Paid Search,Android,Men Casual,free_shipping_nudge,0,visit
2026-01-01,S0000106,C01947,Hyderabad,High Value,Paid Search,Android,Men Casual,free_shipping_nudge,0,product_view
2026-01-01,S0000107,C00955,Delhi NCR,New,Paid Search,iOS,Footwear,free_shipping_nudge,0,visit
2026-01-01,S0000108,C00454,Lucknow,New,Organic,Android,Beauty,free_shipping_nudge,0,visit
2026-01-01,S0000108,C00454,Lucknow,New,Organic,Android,Beauty,free_shipping_nudge,0,product_view
2026-01-01,S0000109,C00224,Indore,New,Influencer,Android,Men Casual,free_shipping_nudge,0,visit
2026-01-01,S0000109,C00224,Indore,New,Influencer,Android,Men Casual,free_shipping_nudge,0,product_view
2026-01-01,S0000110,C01791,Mumbai,New,Paid Search,Android,Women Ethnic,control,0,visit
2026-01-01,S0000110,C01791,Mumbai,New,Paid Search,Android,Women Ethnic,control,0,product_view
2026-01-01,S0000111,C00892,Lucknow,Occasional,Push,Android,Men Casual,free_shipping_nudge,0,visit
2026-01-01,S0000112,C05089,Indore,New,Paid Search,Android,Women Ethnic,free_shipping_nudge,0,visit
